id,ActivityDate,TotalSteps,SedentaryMinutes,Calories,minutes_asleep,hours_asleep,weekday_num,weekday_name
1644430081,2016-04-02,20237,918,4029,,,6,Saturday
1644430081,2016-04-03,12912,1082,3436,,,0,Sunday
1644430081,2016-04-04,2819,1345,2444,,,1,Monday
1644430081,2016-04-05,9921,1181,3098,,,2,Tuesday
1644430081,2016-04-06,8046,1244,2925,,,3,Wednesday
1644430081,2016-04-07,11166,1149,3202,,,4,Thursday
1644430081,2016-04-08,7842,1229,2928,,,5,Friday
1644430081,2016-04-09,13840,1149,3290,,,6,Saturday
1644430081,2016-04-10,1329,207,489,,,0,Sunday
1844505072,2016-04-01,6847,1171,1969,,,5,Friday
1844505072,2016-04-02,5367,1177,1889,,,6,Saturday
1844505072,2016-04-03,2841,1114,1636,169,2.82,0,Sunday
1844505072,2016-04-04,0,669,1347,771,12.85,1,Monday
1844505072,2016-04-05,0,1440,1347,,,2,Tuesday
1844505072,2016-04-06,7,1439,1349,,,3,Wednesday
1844505072,2016-04-07,6344,1150,1965,,,4,Thursday
1844505072,2016-04-08,5316,1219,1824,,,5,Friday
1844505072,2016-04-09,4979,620,1807,221,3.68,6,Saturday
1844505072,2016-04-10,6556,810,1971,277,4.62,0,Sunday
1844505072,2016-04-11,5430,1189,1888,,,1,Monday
1844505072,2016-04-12,0,426,399,,,2,Tuesday
1927972279,2016-04-01,4317,854,2590,369,6.15,5,Friday
1927972279,2016-04-02,5662,858,2783,280,4.67,6,Saturday
1927972279,2016-04-03,3198,1183,2449,107,1.78,0,Sunday
1927972279,2016-04-04,2352,829,2380,465,7.75,1,Monday
1927972279,2016-04-05,2234,912,2344,393,6.55,2,Tuesday
1927972279,2016-04-06,1259,938,2202,414,6.90,3,Wednesday
1927972279,2016-04-07,768,1397,2130,,,4,Thursday
1927972279,2016-04-08,519,1406,2088,,,5,Friday
1927972279,2016-04-09,2523,1250,2443,39,0.65,6,Saturday
1927972279,2016-04-10,2105,805,2442,479,7.98,0,Sunday
1927972279,2016-04-11,1209,842,2255,496,8.27,1,Monday
1927972279,2016-04-12,24,161,942,482,8.03,2,Tuesday
2022484408,2016-04-01,13603,1139,2645,,,5,Friday
2022484408,2016-04-02,5477,1203,2040,,,6,Saturday
2022484408,2016-04-03,11144,1114,2395,,,0,Sunday
2022484408,2016-04-04,15313,1126,2581,,,1,Monday
2022484408,2016-04-05,10805,1069,2735,,,2,Tuesday
2022484408,2016-04-06,15392,1093,2733,,,3,Wednesday
2022484408,2016-04-07,18247,1054,3021,,,4,Thursday
2022484408,2016-04-08,13023,1092,2577,,,5,Friday
2022484408,2016-04-09,16267,1078,2811,,,6,Saturday
2022484408,2016-04-10,10005,1077,2458,,,0,Sunday
2022484408,2016-04-11,10106,1111,2568,,,1,Monday
2022484408,2016-04-12,6717,551,1140,,,2,Tuesday
2026352035,2016-04-01,2605,729,1407,514,8.57,5,Friday
2026352035,2016-04-02,1229,795,1237,528,8.80,6,Saturday
2026352035,2016-04-03,2308,720,1330,534,8.90,0,Sunday
2026352035,2016-04-04,6679,644,1583,493,8.22,1,Monday
2026352035,2016-04-05,5645,621,1538,531,8.85,2,Tuesday
2026352035,2016-04-06,3180,738,1421,465,7.75,3,Wednesday
2026352035,2016-04-07,2767,673,1392,540,9.00,4,Thursday
2026352035,2016-04-08,3762,719,1425,521,8.68,5,Friday
2026352035,2016-04-09,3098,700,1413,490,8.17,6,Saturday
2026352035,2016-04-10,5142,654,1515,504,8.40,0,Sunday
2026352035,2016-04-11,3279,694,1405,541,9.02,1,Monday
2026352035,2016-04-12,1019,223,600,341,5.68,2,Tuesday
2320127002,2016-04-01,0,1440,1324,,,5,Friday
2320127002,2016-04-02,0,1440,1324,,,6,Saturday
2320127002,2016-04-03,0,1440,1324,,,0,Sunday
2320127002,2016-04-04,0,1440,1324,,,1,Monday
2320127002,2016-04-05,4931,1265,1708,,,2,Tuesday
2320127002,2016-04-06,6999,1120,1950,,,3,Wednesday
2320127002,2016-04-07,1846,1347,1508,,,4,Thursday
2320127002,2016-04-08,3417,1287,1625,,,5,Friday
2320127002,2016-04-09,4863,1220,1772,,,6,Saturday
2320127002,2016-04-10,2277,1337,1530,,,0,Sunday
2320127002,2016-04-11,11230,1038,2206,,,1,Monday
2320127002,2016-04-12,2098,617,790,,,2,Tuesday
2347167796,2016-03-29,10272,700,2041,422,7.03,2,Tuesday
2347167796,2016-03-30,10533,615,2187,472,7.87,3,Wednesday
2347167796,2016-03-31,6760,613,1929,517,8.62,4,Thursday
2347167796,2016-04-01,8328,804,1935,374,6.23,5,Friday
2347167796,2016-04-02,15459,583,2438,417,6.95,6,Saturday
2347167796,2016-04-03,7485,491,2035,579,9.65,0,Sunday
2347167796,2016-04-04,10254,638,2099,472,7.87,1,Monday
2347167796,2016-04-05,10114,696,2096,395,6.58,2,Tuesday
2347167796,2016-04-06,11107,759,2058,372,6.20,3,Wednesday
2347167796,2016-04-07,10320,1002,2338,70,1.17,4,Thursday
2347167796,2016-04-08,10209,711,2104,380,6.33,5,Friday
2347167796,2016-04-09,16081,970,2488,18,0.30,6,Saturday
2347167796,2016-04-10,10078,463,2164,601,10.02,0,Sunday
2347167796,2016-04-11,10001,788,2009,353,5.88,1,Monday
2347167796,2016-04-12,0,425,399,,,2,Tuesday
2873212765,2016-04-01,890,1399,1335,,,5,Friday
2873212765,2016-04-02,2214,1243,1559,,,6,Saturday
2873212765,2016-04-03,7640,1107,1845,,,0,Sunday
2873212765,2016-04-04,9713,1055,2046,,,1,Monday
2873212765,2016-04-05,8432,1066,1953,,,2,Tuesday
2873212765,2016-04-06,7350,1058,1910,,,3,Wednesday
2873212765,2016-04-07,9353,1055,2035,,,4,Thursday
2873212765,2016-04-08,7157,1060,1944,,,5,Friday
2873212765,2016-04-09,14103,1098,2257,,,6,Saturday
2873212765,2016-04-10,5290,1180,1724,,,0,Sunday
2873212765,2016-04-11,7497,882,1741,,,1,Monday
2873212765,2016-04-12,0,1440,0,,,2,Tuesday
2891001357,2016-03-29,0,1440,1920,,,2,Tuesday
2891001357,2016-03-30,0,1440,1920,,,3,Wednesday
2891001357,2016-03-31,0,1440,1920,,,4,Thursday
2891001357,2016-04-01,0,780,4562,,,5,Friday
2891001357,2016-04-02,4126,720,2881,,,6,Saturday
2891001357,2016-04-03,0,1440,1920,,,0,Sunday
2891001357,2016-04-04,0,1440,1920,,,1,Monday
2891001357,2016-04-05,2063,99,1144,,,2,Tuesday
3372868164,2016-04-01,5785,1129,1852,,,5,Friday
3372868164,2016-04-02,7625,1074,2069,,,6,Saturday
3372868164,2016-04-03,4706,1141,1816,,,0,Sunday
3372868164,2016-04-04,5861,1180,1878,,,1,Monday
3372868164,2016-04-05,4460,1192,1787,,,2,Tuesday
3372868164,2016-04-06,6406,1094,2010,,,3,Wednesday
3372868164,2016-04-07,7392,1085,2038,,,4,Thursday
3372868164,2016-04-08,5551,1158,1815,,,5,Friday
3372868164,2016-04-09,8827,1063,2062,,,6,Saturday
3372868164,2016-04-10,4662,735,1276,,,0,Sunday
3977333714,2016-04-01,4499,842,1288,297,4.95,5,Friday
3977333714,2016-04-02,7618,842,1490,199,3.32,6,Saturday
3977333714,2016-04-03,11508,748,1630,222,3.70,0,Sunday
3977333714,2016-04-04,11943,710,1648,205,3.42,1,Monday
3977333714,2016-04-05,12303,605,1649,378,6.30,2,Tuesday
3977333714,2016-04-06,15425,614,1783,296,4.93,3,Wednesday
3977333714,2016-04-07,8422,815,1431,221,3.68,4,Thursday
3977333714,2016-04-08,10226,685,1524,305,5.08,5,Friday
3977333714,2016-04-09,14583,697,1697,273,4.55,6,Saturday
3977333714,2016-04-10,3573,866,1232,293,4.88,0,Sunday
3977333714,2016-04-11,3108,894,1223,282,4.70,1,Monday
3977333714,2016-04-12,759,187,182,,,2,Tuesday
4020332650,2016-03-12,5543,757,2990,384,6.40,6,Saturday
4020332650,2016-03-13,3226,771,2480,505,8.42,0,Sunday
4020332650,2016-03-14,3023,1005,2570,265,4.42,1,Monday
4020332650,2016-03-15,5906,874,3016,331,5.52,2,Tuesday
4020332650,2016-03-16,12483,599,3830,459,7.65,3,Wednesday
4020332650,2016-03-17,8940,986,3706,374,6.23,4,Thursday
4020332650,2016-03-18,368,1440,2024,,,5,Friday
4020332650,2016-03-19,5702,1440,2980,,,6,Saturday
4020332650,2016-03-20,10330,1440,3728,,,0,Sunday
4020332650,2016-03-21,8778,1440,3348,,,1,Monday
4020332650,2016-03-22,6662,1440,3162,,,2,Tuesday
4020332650,2016-03-23,6309,1440,3140,,,3,Wednesday
4020332650,2016-03-24,1951,1440,1980,,,4,Thursday
4020332650,2016-03-25,5563,1440,3681,,,5,Friday
4020332650,2016-03-26,4370,1440,3444,,,6,Saturday
4020332650,2016-03-27,7144,1440,3510,,,0,Sunday
4020332650,2016-03-28,2106,1289,4010,,,1,Monday
4020332650,2016-03-29,4152,1253,2976,,,2,Tuesday
4020332650,2016-03-30,5400,795,3418,366,6.10,3,Wednesday
4020332650,2016-03-31,7428,860,3439,259,4.32,4,Thursday
4020332650,2016-04-01,5351,748,3338,429,7.15,5,Friday
4020332650,2016-04-02,4299,752,2892,499,8.32,6,Saturday
4020332650,2016-04-03,6107,776,3313,387,6.45,0,Sunday
4020332650,2016-04-04,6429,741,3118,463,7.72,1,Monday
4020332650,2016-04-05,6880,1249,2966,,,2,Tuesday
4020332650,2016-04-06,7476,920,3253,245,4.08,3,Wednesday
4020332650,2016-04-07,6581,1191,3032,,,4,Thursday
4020332650,2016-04-08,10480,1125,4034,,,5,Friday
4020332650,2016-04-09,7734,1185,3264,,,6,Saturday
4020332650,2016-04-10,5129,1178,2817,74,1.23,0,Sunday
4020332650,2016-04-11,2993,888,2507,426,7.10,1,Monday
4020332650,2016-04-12,8,321,446,,,2,Tuesday
4057192912,2016-03-12,0,1440,1777,,,6,Saturday
4057192912,2016-03-13,0,1440,1777,,,0,Sunday
4057192912,2016-03-14,8433,1268,2453,,,1,Monday
4057192912,2016-03-15,0,1440,1776,,,2,Tuesday
4057192912,2016-03-16,2139,1397,1935,,,3,Wednesday
4057192912,2016-03-17,0,1440,1776,,,4,Thursday
4057192912,2016-03-18,949,1406,1870,,,5,Friday
4057192912,2016-03-19,0,1440,1777,,,6,Saturday
4057192912,2016-03-20,44,1438,1782,,,0,Sunday
4057192912,2016-03-21,2660,1394,1978,,,1,Monday
4057192912,2016-03-22,5561,1271,2296,,,2,Tuesday
4057192912,2016-03-23,7239,1236,2484,,,3,Wednesday
4057192912,2016-03-24,7,1439,1787,,,4,Thursday
4057192912,2016-03-25,0,1440,1776,,,5,Friday
4057192912,2016-03-26,0,1440,1776,,,6,Saturday
4057192912,2016-03-27,2275,1354,2005,,,0,Sunday
4057192912,2016-03-28,8,1439,1778,,,1,Monday
4057192912,2016-03-29,5137,1280,2293,,,2,Tuesday
4057192912,2016-03-30,5419,1295,2259,,,3,Wednesday
4057192912,2016-03-31,0,1440,1776,,,4,Thursday
4057192912,2016-04-01,0,1440,1776,,,5,Friday
4057192912,2016-04-02,0,1440,1776,,,6,Saturday
4057192912,2016-04-03,0,1440,1776,,,0,Sunday
4057192912,2016-04-04,0,1440,1776,,,1,Monday
4057192912,2016-04-05,0,1440,1776,,,2,Tuesday
4057192912,2016-04-06,18,1438,1780,,,3,Wednesday
4057192912,2016-04-07,4,1439,1778,,,4,Thursday
4057192912,2016-04-08,8426,1293,2360,,,5,Friday
4057192912,2016-04-09,1650,1380,1952,,,6,Saturday
4057192912,2016-04-10,3434,1324,2101,,,0,Sunday
4057192912,2016-04-11,6801,1247,2393,,,1,Monday
4057192912,2016-04-12,187,400,538,,,2,Tuesday
4319703577,2016-03-29,5643,683,1958,514,8.57,2,Tuesday
4319703577,2016-03-30,9043,702,2141,454,7.57,3,Wednesday
4319703577,2016-03-31,8144,1125,2129,38,0.63,4,Thursday
4319703577,2016-04-01,9343,654,2216,466,7.77,5,Friday
4319703577,2016-04-02,8405,621,2154,529,8.82,6,Saturday
4319703577,2016-04-03,8223,551,2178,568,9.47,0,Sunday
4319703577,2016-04-04,10067,578,2308,473,7.88,1,Monday
4319703577,2016-04-05,8359,638,2201,507,8.45,2,Tuesday
4319703577,2016-04-06,10946,569,2341,901,15.02,3,Wednesday
4319703577,2016-04-07,9130,668,2236,433,7.22,4,Thursday
4319703577,2016-04-08,6544,1132,2069,,,5,Friday
4319703577,2016-04-09,0,1440,0,,,6,Saturday
4388161847,2016-03-29,0,1440,1878,,,2,Tuesday
4388161847,2016-03-30,0,1440,1878,,,3,Wednesday
4388161847,2016-03-31,0,1440,1878,,,4,Thursday
4388161847,2016-04-01,0,1440,1878,,,5,Friday
4388161847,2016-04-02,0,1440,1878,,,6,Saturday
4388161847,2016-04-03,0,1440,1878,,,0,Sunday
4388161847,2016-04-04,0,1440,1878,,,1,Monday
4388161847,2016-04-05,0,994,1296,,,2,Tuesday
4445114986,2016-03-29,2303,807,2010,442,7.37,2,Tuesday
4445114986,2016-03-30,2600,1277,2032,,,3,Wednesday
4445114986,2016-03-31,4804,786,2227,360,6.00,4,Thursday
4445114986,2016-04-01,3271,898,2133,311,5.18,5,Friday
4445114986,2016-04-02,5406,672,2317,469,7.82,6,Saturday
4445114986,2016-04-03,3146,1269,2058,,,0,Sunday
4445114986,2016-04-04,2422,1330,1935,,,1,Monday
4445114986,2016-04-05,4239,702,2217,465,7.75,2,Tuesday
4445114986,2016-04-06,6911,745,2374,431,7.18,3,Wednesday
4445114986,2016-04-07,6667,939,2335,262,4.37,4,Thursday
4445114986,2016-04-08,5543,941,2303,219,3.65,5,Friday
4445114986,2016-04-09,4195,758,2210,391,6.52,6,Saturday
4445114986,2016-04-10,6625,755,2424,347,5.78,0,Sunday
4445114986,2016-04-11,5986,789,2297,395,6.58,1,Monday
4445114986,2016-04-12,278,253,745,308,5.13,2,Tuesday
4558609924,2016-04-01,5336,1182,1902,,,5,Friday
4558609924,2016-04-02,3183,1180,1680,86,1.43,6,Saturday
4558609924,2016-04-03,6176,886,1901,274,4.57,0,Sunday
4558609924,2016-04-04,8205,1073,2078,,,1,Monday
4558609924,2016-04-05,6799,1217,1876,,,2,Tuesday
4558609924,2016-04-06,5668,1181,1853,,,3,Wednesday
4558609924,2016-04-07,7998,1105,2235,,,4,Thursday
4558609924,2016-04-08,4195,1199,1778,,,5,Friday
4558609924,2016-04-09,5512,1164,1882,,,6,Saturday
4558609924,2016-04-10,6263,1150,1906,,,0,Sunday
4558609924,2016-04-11,8828,1132,2149,,,1,Monday
4558609924,2016-04-12,1260,555,722,,,2,Tuesday
4702921684,2016-03-29,6506,760,2886,413,6.88,2,Tuesday
4702921684,2016-03-30,7583,742,2915,421,7.02,3,Wednesday
4702921684,2016-03-31,6963,759,2895,420,7.00,4,Thursday
4702921684,2016-04-01,7165,708,2923,454,7.57,5,Friday
4702921684,2016-04-02,10328,475,3323,538,8.97,6,Saturday
4702921684,2016-04-03,12116,471,3357,558,9.30,0,Sunday
4702921684,2016-04-04,7810,746,2931,419,6.98,1,Monday
4702921684,2016-04-05,6670,770,2848,404,6.73,2,Tuesday
4702921684,2016-04-06,7605,708,2943,454,7.57,3,Wednesday
4702921684,2016-04-07,6585,770,2822,448,7.47,4,Thursday
4702921684,2016-04-08,8184,808,2981,345,5.75,5,Friday
4702921684,2016-04-09,14002,407,3597,425,7.08,6,Saturday
4702921684,2016-04-10,11135,528,3224,533,8.88,0,Sunday
4702921684,2016-04-11,6499,809,2677,329,5.48,1,Monday
4702921684,2016-04-12,0,1440,0,,,2,Tuesday
5553957443,2016-04-01,12409,782,2142,337,5.62,5,Friday
5553957443,2016-04-02,2937,356,1615,791,13.18,6,Saturday
5553957443,2016-04-03,1515,507,1481,742,12.37,0,Sunday
5553957443,2016-04-04,8921,754,1892,413,6.88,1,Monday
5553957443,2016-04-05,11306,772,2086,340,5.67,2,Tuesday
5553957443,2016-04-06,12252,745,2044,385,6.42,3,Wednesday
5553957443,2016-04-07,15444,731,2249,338,5.63,4,Thursday
5553957443,2016-04-08,9938,767,2019,379,6.32,5,Friday
5553957443,2016-04-09,4599,578,1692,619,10.32,6,Saturday
5553957443,2016-04-10,5594,552,1712,629,10.48,0,Sunday
5553957443,2016-04-11,11906,688,2065,428,7.13,1,Monday
5553957443,2016-04-12,3436,61,633,346,5.77,2,Tuesday
5577150313,2016-04-01,10461,721,3625,435,7.25,5,Friday
5577150313,2016-04-02,14873,663,4430,355,5.92,6,Saturday
5577150313,2016-04-03,9917,700,3427,389,6.48,0,Sunday
5577150313,2016-04-04,7401,689,3492,435,7.25,1,Monday
5577150313,2016-04-05,8964,756,3597,390,6.50,2,Tuesday
5577150313,2016-04-06,11080,695,3765,393,6.55,3,Wednesday
5577150313,2016-04-07,4499,756,2775,454,7.57,4,Thursday
5577150313,2016-04-08,4363,813,2486,451,7.52,5,Friday
5577150313,2016-04-09,10494,601,3817,499,8.32,6,Saturday
5577150313,2016-04-10,9776,721,3378,412,6.87,0,Sunday
5577150313,2016-04-11,2862,209,1511,312,5.20,1,Monday
6117666160,2016-04-01,7444,568,2210,558,9.30,5,Friday
6117666160,2016-04-02,19658,466,2884,454,7.57,6,Saturday
6117666160,2016-04-03,0,1440,1496,,,0,Sunday
6117666160,2016-04-04,8468,1148,2262,,,1,Monday
6117666160,2016-04-05,9910,990,2445,61,1.02,2,Tuesday
6117666160,2016-04-06,12409,388,2694,523,8.72,3,Wednesday
6117666160,2016-04-07,4853,770,1903,499,8.32,4,Thursday
6117666160,2016-04-08,8955,1018,2482,,,5,Friday
6117666160,2016-04-09,10789,413,2617,435,7.25,6,Saturday
6117666160,2016-04-10,0,1440,0,,,0,Sunday
6290855005,2016-04-01,6633,1160,2778,,,5,Friday
6290855005,2016-04-02,9548,1195,3119,,,6,Saturday
6290855005,2016-04-03,0,1407,2664,,,0,Sunday
6290855005,2016-04-04,0,1440,2060,,,1,Monday
6290855005,2016-04-05,0,1440,2060,,,2,Tuesday
6290855005,2016-04-06,0,1440,2060,,,3,Wednesday
6290855005,2016-04-07,0,1440,2060,,,4,Thursday
6290855005,2016-04-08,0,1440,2060,,,5,Friday
6290855005,2016-04-09,0,1440,2060,,,6,Saturday
6290855005,2016-04-10,0,494,735,,,0,Sunday
6391747486,2016-04-01,0,1440,1820,,,5,Friday
6391747486,2016-04-02,2101,1394,2224,,,6,Saturday
6391747486,2016-04-03,0,1440,1820,,,0,Sunday
6391747486,2016-04-04,0,1440,1820,,,1,Monday
6391747486,2016-04-05,9766,1133,2442,,,2,Tuesday
6391747486,2016-04-06,165,1432,1849,,,3,Wednesday
6391747486,2016-04-07,0,1440,1822,,,4,Thursday
6391747486,2016-04-08,0,1440,1820,,,5,Friday
6391747486,2016-04-09,0,198,251,,,6,Saturday
6775888955,2016-04-01,7225,1189,3065,10,0.17,5,Friday
6775888955,2016-04-02,1988,909,2207,429,7.15,6,Saturday
6775888955,2016-04-03,1577,1414,1977,,,0,Sunday
6775888955,2016-04-04,0,1440,1841,,,1,Monday
6775888955,2016-04-05,9348,1011,4286,,,2,Tuesday
6775888955,2016-04-06,11761,550,3920,441,7.35,3,Wednesday
6775888955,2016-04-07,13987,739,3856,275,4.58,4,Thursday
6775888955,2016-04-08,4131,1308,2584,,,5,Friday
6775888955,2016-04-09,14,601,787,,,6,Saturday
6962181067,2016-03-30,15491,641,2244,418,6.97,3,Wednesday
6962181067,2016-03-31,14097,595,2188,509,8.48,4,Thursday
6962181067,2016-04-01,10467,602,2014,527,8.78,5,Friday
6962181067,2016-04-02,12437,732,2115,399,6.65,6,Saturday
6962181067,2016-04-03,12307,589,2055,537,8.95,0,Sunday
6962181067,2016-04-04,18952,570,2437,363,6.05,1,Monday
6962181067,2016-04-05,12010,692,2158,358,5.97,2,Tuesday
6962181067,2016-04-06,12480,593,2170,474,7.90,3,Wednesday
6962181067,2016-04-07,13417,665,2244,423,7.05,4,Thursday
6962181067,2016-04-08,14400,697,2188,402,6.70,5,Friday
6962181067,2016-04-09,12495,609,2231,434,7.23,6,Saturday
6962181067,2016-04-10,10148,679,2100,414,6.90,0,Sunday
6962181067,2016-04-11,12362,678,2188,393,6.55,1,Monday
6962181067,2016-04-12,5893,146,917,366,6.10,2,Tuesday
7007744171,2016-04-01,11680,1139,2573,,,5,Friday
7007744171,2016-04-02,10976,1075,2575,56,0.93,6,Saturday
7007744171,2016-04-03,16806,1002,3086,70,1.17,0,Sunday
7007744171,2016-04-04,15266,1057,2886,,,1,Monday
7007744171,2016-04-05,12084,1030,2676,66,1.10,2,Tuesday
7007744171,2016-04-06,13513,1098,2811,,,3,Wednesday
7007744171,2016-04-07,14100,1015,2840,63,1.05,4,Thursday
7007744171,2016-04-08,12627,1063,2871,,,5,Friday
7007744171,2016-04-09,10345,1074,2613,,,6,Saturday
7007744171,2016-04-10,10146,1030,2700,,,0,Sunday
7007744171,2016-04-11,12168,1020,2871,,,1,Monday
7007744171,2016-04-12,7413,405,1023,,,2,Tuesday
7086361926,2016-04-01,11463,777,2496,410,6.83,5,Friday
7086361926,2016-04-02,87,872,1641,552,9.20,6,Saturday
7086361926,2016-04-03,1949,1404,1794,,,0,Sunday
7086361926,2016-04-04,6101,1247,2421,,,1,Monday
7086361926,2016-04-05,7478,1159,2439,89,1.48,2,Tuesday
7086361926,2016-04-06,7352,814,2233,454,7.57,3,Wednesday
7086361926,2016-04-07,14604,695,2862,503,8.38,4,Thursday
7086361926,2016-04-08,9634,797,2752,389,6.48,5,Friday
7086361926,2016-04-09,7338,717,2519,466,7.77,6,Saturday
7086361926,2016-04-10,569,1368,1799,36,0.60,0,Sunday
7086361926,2016-04-11,6242,741,2543,497,8.28,1,Monday
7086361926,2016-04-12,430,75,625,410,6.83,2,Tuesday
8053475328,2016-04-02,20188,1125,3377,,,6,Saturday
8053475328,2016-04-03,25701,1142,3697,,,0,Sunday
8053475328,2016-04-04,17395,1123,3209,,,1,Monday
8053475328,2016-04-05,17167,1150,3167,,,2,Tuesday
8053475328,2016-04-06,16435,1135,3122,,,3,Wednesday
8053475328,2016-04-07,17078,1143,3176,,,4,Thursday
8053475328,2016-04-08,11693,1221,2790,,,5,Friday
8053475328,2016-04-09,11159,1255,2715,,,6,Saturday
8053475328,2016-04-10,10118,1185,2684,,,0,Sunday
8053475328,2016-04-11,16064,1181,3097,,,1,Monday
8053475328,2016-04-12,290,599,791,,,2,Tuesday
8253242879,2016-04-01,0,1440,1429,,,5,Friday
8253242879,2016-04-02,0,1440,1429,,,6,Saturday
8253242879,2016-04-03,0,1440,1429,,,0,Sunday
8253242879,2016-04-04,0,1440,1429,,,1,Monday
8253242879,2016-04-05,0,1440,1429,,,2,Tuesday
8253242879,2016-04-06,1931,1346,1607,,,3,Wednesday
8253242879,2016-04-07,5181,1303,1776,,,4,Thursday
8253242879,2016-04-08,12026,1230,2162,,,5,Friday
8253242879,2016-04-09,5360,1256,1832,,,6,Saturday
8253242879,2016-04-10,2545,1314,1657,,,0,Sunday
8253242879,2016-04-11,1636,1139,1377,,,1,Monday
8253242879,2016-04-12,0,1440,0,,,2,Tuesday
8378563200,2016-04-01,14179,719,3669,408,6.80,5,Friday
8378563200,2016-04-02,3358,657,2702,582,9.70,6,Saturday
8378563200,2016-04-03,9152,600,3304,529,8.82,0,Sunday
8378563200,2016-04-04,13935,658,4234,417,6.95,1,Monday
8378563200,2016-04-05,12846,686,4128,414,6.90,2,Tuesday
8378563200,2016-04-06,9124,728,3798,403,6.72,3,Wednesday
8378563200,2016-04-07,9725,670,3839,458,7.63,4,Thursday
8378563200,2016-04-08,8350,868,3713,302,5.03,5,Friday
8378563200,2016-04-09,2240,843,2606,405,6.75,6,Saturday
8378563200,2016-04-10,2631,727,2624,568,9.47,0,Sunday
8378563200,2016-04-11,8837,811,3775,330,5.50,1,Monday
8378563200,2016-04-12,3246,243,1882,247,4.12,2,Tuesday
8583815059,2016-04-01,2174,1328,2360,,,5,Friday
8583815059,2016-04-02,3494,1274,2517,,,6,Saturday
8583815059,2016-04-03,2380,1309,2400,,,0,Sunday
8583815059,2016-04-04,3159,1293,2462,,,1,Monday
8583815059,2016-04-05,6835,1208,2786,,,2,Tuesday
8583815059,2016-04-06,2098,1328,2354,,,3,Wednesday
8583815059,2016-04-07,2816,1302,2437,,,4,Thursday
8583815059,2016-04-08,1408,1052,1814,,,5,Friday
8792009665,2016-04-01,4592,748,2260,480,8.00,5,Friday
8792009665,2016-04-02,8452,1079,3004,,,6,Saturday
8792009665,2016-04-03,7238,636,2667,479,7.98,0,Sunday
8792009665,2016-04-04,3821,675,2229,566,9.43,1,Monday
8792009665,2016-04-05,2332,904,2100,384,6.40,2,Tuesday
8792009665,2016-04-06,2121,855,2114,427,7.12,3,Wednesday
8792009665,2016-04-07,1291,888,1961,446,7.43,4,Thursday
8792009665,2016-04-08,1467,912,1953,424,7.07,5,Friday
8792009665,2016-04-09,1022,739,1890,601,10.02,6,Saturday
8792009665,2016-04-10,4605,1261,2253,,,0,Sunday
8792009665,2016-04-11,178,1428,1725,,,1,Monday
8792009665,2016-04-12,20,598,728,,,2,Tuesday
8877689391,2016-04-01,18700,1123,3527,,,5,Friday
8877689391,2016-04-02,27572,1040,4220,,,6,Saturday
