Id,sleep_date,minutes_asleep,hours_asleep
2026352035,2016-04-08,521,8.68
2026352035,2016-04-09,490,8.17
2026352035,2016-04-10,504,8.4
2026352035,2016-04-11,541,9.02
2026352035,2016-04-12,341,5.68
2347167796,2016-03-11,14,0.23
2347167796,2016-03-12,474,7.9
2347167796,2016-03-13,577,9.62
2347167796,2016-03-14,432,7.2
2347167796,2016-03-15,501,8.35
2347167796,2016-03-16,446,7.43
2347167796,2016-03-17,383,6.38
2347167796,2016-03-18,435,7.25
2347167796,2016-03-19,250,4.17
2347167796,2016-03-20,529,8.82
2347167796,2016-03-21,452,7.53
2347167796,2016-03-22,488,8.13
2347167796,2016-03-23,449,7.48
2347167796,2016-03-24,435,7.25
2347167796,2016-03-25,313,5.22
2347167796,2016-03-27,107,1.78
2347167796,2016-03-28,516,8.6
2347167796,2016-03-29,422,7.03
2347167796,2016-03-30,472,7.87
2347167796,2016-03-31,517,8.62
2347167796,2016-04-01,374,6.23
2347167796,2016-04-02,417,6.95
2347167796,2016-04-03,579,9.65
2347167796,2016-04-04,472,7.87
2347167796,2016-04-05,395,6.58
2347167796,2016-04-06,372,6.2
2347167796,2016-04-07,70,1.17
2347167796,2016-04-08,380,6.33
2347167796,2016-04-09,18,0.3
2347167796,2016-04-10,601,10.02
2347167796,2016-04-11,353,5.88
3977333714,2016-03-13,304,5.07
3977333714,2016-03-14,303,5.05
3977333714,2016-03-15,257,4.28
3977333714,2016-03-16,208,3.47
3977333714,2016-03-17,356,5.93
3977333714,2016-04-01,297,4.95
3977333714,2016-04-02,199,3.32
3977333714,2016-04-03,222,3.7
3977333714,2016-04-04,205,3.42
3977333714,2016-04-05,378,6.3
3977333714,2016-04-06,296,4.93
3977333714,2016-04-07,221,3.68
3977333714,2016-04-08,305,5.08
3977333714,2016-04-09,273,4.55
3977333714,2016-04-10,293,4.88
3977333714,2016-04-11,282,4.7
4020332650,2016-03-12,384,6.4
4020332650,2016-03-13,505,8.42
4020332650,2016-03-14,265,4.42
4020332650,2016-03-15,331,5.52
4020332650,2016-03-16,459,7.65
4020332650,2016-03-17,374,6.23
4020332650,2016-03-30,366,6.1
4020332650,2016-03-31,259,4.32
4020332650,2016-04-01,429,7.15
4020332650,2016-04-02,499,8.32
4020332650,2016-04-03,387,6.45
4020332650,2016-04-04,463,7.72
4020332650,2016-04-06,245,4.08
4020332650,2016-04-10,74,1.23
4020332650,2016-04-11,426,7.1
4319703577,2016-03-11,78,1.3
4319703577,2016-03-12,503,8.38
4319703577,2016-03-13,364,6.07
4319703577,2016-03-14,94,1.57
4319703577,2016-03-15,458,7.63
4319703577,2016-03-16,496,8.27
4319703577,2016-03-17,495,8.25
4319703577,2016-03-18,481,8.02
4319703577,2016-03-19,473,7.88
4319703577,2016-03-20,450,7.5
4319703577,2016-03-21,428,7.13
4319703577,2016-03-22,63,1.05
4319703577,2016-03-23,490,8.17
4319703577,2016-03-24,412,6.87
4319703577,2016-03-25,519,8.65
4319703577,2016-03-26,489,8.15
4319703577,2016-03-27,583,9.72
4319703577,2016-03-28,498,8.3
4319703577,2016-03-29,514,8.57
4319703577,2016-03-30,454,7.57
4319703577,2016-03-31,38,0.63
4319703577,2016-04-01,466,7.77
4319703577,2016-04-02,529,8.82
4319703577,2016-04-03,568,9.47
4319703577,2016-04-04,473,7.88
4319703577,2016-04-05,507,8.45
4319703577,2016-04-06,901,15.02
4319703577,2016-04-07,433,7.22
4445114986,2016-03-12,361,6.02
4445114986,2016-03-13,348,5.8
4445114986,2016-03-15,487,8.12
4445114986,2016-03-16,388,6.47
4445114986,2016-03-17,217,3.62
4445114986,2016-03-19,137,2.28
4445114986,2016-03-20,539,8.98
4445114986,2016-03-21,195,3.25
4445114986,2016-03-22,344,5.73
4445114986,2016-03-24,380,6.33
4445114986,2016-03-25,325,5.42
4445114986,2016-03-26,156,2.6
4445114986,2016-03-27,318,5.3
4445114986,2016-03-28,359,5.98
4445114986,2016-03-29,442,7.37
4445114986,2016-03-31,360,6.0
4445114986,2016-04-01,311,5.18
4445114986,2016-04-02,469,7.82
4445114986,2016-04-05,465,7.75
4445114986,2016-04-06,431,7.18
4445114986,2016-04-07,262,4.37
4445114986,2016-04-08,219,3.65
4445114986,2016-04-09,391,6.52
4445114986,2016-04-10,347,5.78
4445114986,2016-04-11,395,6.58
4445114986,2016-04-12,308,5.13
4558609924,2016-03-30,96,1.6
4558609924,2016-03-31,190,3.17
4558609924,2016-04-02,86,1.43
4558609924,2016-04-03,274,4.57
4702921684,2016-03-11,119,1.98
4702921684,2016-03-12,454,7.57
4702921684,2016-03-13,281,4.68
4702921684,2016-03-14,437,7.28
4702921684,2016-03-15,453,7.55
4702921684,2016-03-16,461,7.68
4702921684,2016-03-17,446,7.43
4702921684,2016-03-18,345,5.75
4702921684,2016-03-21,99,1.65
4702921684,2016-03-22,428,7.13
4702921684,2016-03-23,429,7.15
4702921684,2016-03-24,428,7.13
4702921684,2016-03-25,458,7.63
4702921684,2016-03-26,404,6.73
4702921684,2016-03-27,563,9.38
4702921684,2016-03-28,419,6.98
4702921684,2016-03-29,413,6.88
4702921684,2016-03-30,421,7.02
4702921684,2016-03-31,420,7.0
4702921684,2016-04-01,454,7.57
4702921684,2016-04-02,538,8.97
4702921684,2016-04-03,558,9.3
4702921684,2016-04-04,419,6.98
4702921684,2016-04-05,404,6.73
4702921684,2016-04-06,454,7.57
4702921684,2016-04-07,448,7.47
4702921684,2016-04-08,345,5.75
4702921684,2016-04-09,425,7.08
4702921684,2016-04-10,533,8.88
4702921684,2016-04-11,329,5.48
5553957443,2016-03-12,707,11.78
5553957443,2016-03-13,756,12.6
5553957443,2016-03-14,273,4.55
5553957443,2016-03-15,378,6.3
5553957443,2016-03-16,319,5.32
5553957443,2016-03-17,311,5.18
5553957443,2016-03-18,105,1.75
5553957443,2016-03-21,144,2.4
5553957443,2016-03-22,526,8.77
5553957443,2016-03-23,249,4.15
5553957443,2016-03-24,364,6.07
5553957443,2016-03-25,607,10.12
5553957443,2016-03-26,348,5.8
5553957443,2016-03-27,665,11.08
5553957443,2016-03-28,613,10.22
5553957443,2016-03-29,314,5.23
5553957443,2016-03-30,360,6.0
5553957443,2016-03-31,351,5.85
5553957443,2016-04-01,337,5.62
5553957443,2016-04-02,791,13.18
5553957443,2016-04-03,742,12.37
5553957443,2016-04-04,413,6.88
5553957443,2016-04-05,340,5.67
5553957443,2016-04-06,385,6.42
5553957443,2016-04-07,338,5.63
5553957443,2016-04-08,379,6.32
5553957443,2016-04-09,619,10.32
5553957443,2016-04-10,629,10.48
5553957443,2016-04-11,428,7.13
5553957443,2016-04-12,346,5.77
5577150313,2016-03-11,156,2.6
5577150313,2016-03-12,523,8.72
5577150313,2016-03-13,419,6.98
5577150313,2016-03-14,364,6.07
5577150313,2016-03-15,470,7.83
5577150313,2016-03-16,446,7.43
5577150313,2016-03-17,432,7.2
5577150313,2016-03-18,421,7.02
5577150313,2016-03-19,366,6.1
5577150313,2016-03-20,619,10.32
5577150313,2016-03-21,387,6.45
5577150313,2016-03-22,99,1.65
5577150313,2016-03-23,511,8.52
5577150313,2016-03-24,390,6.5
5577150313,2016-03-25,430,7.17
5577150313,2016-03-26,438,7.3
5577150313,2016-03-27,330,5.5
5577150313,2016-03-28,484,8.07
5577150313,2016-03-29,451,7.52
5577150313,2016-03-30,432,7.2
5577150313,2016-03-31,426,7.1
5577150313,2016-04-01,435,7.25
5577150313,2016-04-02,355,5.92
5577150313,2016-04-03,389,6.48
5577150313,2016-04-04,435,7.25
5577150313,2016-04-05,390,6.5
5577150313,2016-04-06,393,6.55
5577150313,2016-04-07,454,7.57
5577150313,2016-04-08,451,7.52
5577150313,2016-04-09,499,8.32
5577150313,2016-04-10,412,6.87
5577150313,2016-04-11,312,5.2
6117666160,2016-03-11,78,1.3
6117666160,2016-03-12,644,10.73
6117666160,2016-03-13,117,1.95
6117666160,2016-03-14,626,10.43
6117666160,2016-03-15,482,8.03
6117666160,2016-03-16,606,10.1
6117666160,2016-03-17,638,10.63
6117666160,2016-03-18,598,9.97
6117666160,2016-03-19,611,10.18
6117666160,2016-03-20,535,8.92
6117666160,2016-03-21,493,8.22
6117666160,2016-03-22,376,6.27
6117666160,2016-03-23,484,8.07
6117666160,2016-03-24,699,11.65
6117666160,2016-03-25,510,8.5
6117666160,2016-03-26,436,7.27
6117666160,2016-03-27,496,8.27
6117666160,2016-03-28,21,0.35
6117666160,2016-03-29,556,9.27
6117666160,2016-03-30,101,1.68
6117666160,2016-03-31,589,9.82
6117666160,2016-04-01,558,9.3
6117666160,2016-04-02,454,7.57
6117666160,2016-04-05,61,1.02
6117666160,2016-04-06,523,8.72
6117666160,2016-04-07,499,8.32
6117666160,2016-04-09,435,7.25
6775888955,2016-03-11,66,1.1
6775888955,2016-03-12,421,7.02
6775888955,2016-03-13,37,0.62
6775888955,2016-03-14,590,9.83
6775888955,2016-03-15,119,1.98
6775888955,2016-03-18,278,4.63
6775888955,2016-03-19,387,6.45
6775888955,2016-03-21,364,6.07
6775888955,2016-03-25,36,0.6
6775888955,2016-03-26,332,5.53
6775888955,2016-03-27,363,6.05
6775888955,2016-03-28,454,7.57
6775888955,2016-03-31,290,4.83
6775888955,2016-04-01,10,0.17
6775888955,2016-04-02,429,7.15
6775888955,2016-04-06,441,7.35
6775888955,2016-04-07,275,4.58
6962181067,2016-03-11,23,0.38
6962181067,2016-03-12,522,8.7
6962181067,2016-03-13,483,8.05
6962181067,2016-03-14,431,7.18
6962181067,2016-03-15,360,6.0
6962181067,2016-03-16,329,5.48
6962181067,2016-03-17,381,6.35
6962181067,2016-03-18,421,7.02
6962181067,2016-03-19,487,8.12
6962181067,2016-03-20,449,7.48
6962181067,2016-03-21,427,7.12
6962181067,2016-03-22,537,8.95
6962181067,2016-03-23,563,9.38
6962181067,2016-03-24,461,7.68
6962181067,2016-03-25,503,8.38
6962181067,2016-03-26,476,7.93
6962181067,2016-03-27,516,8.6
6962181067,2016-03-28,515,8.58
6962181067,2016-03-29,397,6.62
6962181067,2016-03-30,418,6.97
6962181067,2016-03-31,509,8.48
6962181067,2016-04-01,527,8.78
6962181067,2016-04-02,399,6.65
6962181067,2016-04-03,537,8.95
6962181067,2016-04-04,363,6.05
6962181067,2016-04-05,358,5.97
6962181067,2016-04-06,474,7.9
6962181067,2016-04-07,423,7.05
6962181067,2016-04-08,402,6.7
6962181067,2016-04-09,434,7.23
6962181067,2016-04-10,414,6.9
6962181067,2016-04-11,393,6.55
6962181067,2016-04-12,366,6.1
7007744171,2016-03-14,87,1.45
7007744171,2016-03-24,62,1.03
7007744171,2016-03-26,57,0.95
7007744171,2016-03-30,63,1.05
7007744171,2016-04-02,56,0.93
7007744171,2016-04-03,70,1.17
7007744171,2016-04-05,66,1.1
7007744171,2016-04-07,63,1.05
7086361926,2016-03-12,557,9.28
7086361926,2016-03-13,20,0.33
7086361926,2016-03-14,414,6.9
7086361926,2016-03-15,392,6.53
7086361926,2016-03-16,404,6.73
7086361926,2016-03-17,396,6.6
7086361926,2016-03-20,460,7.67
7086361926,2016-03-21,521,8.68
7086361926,2016-03-23,440,7.33
7086361926,2016-03-25,281,4.68
7086361926,2016-03-26,311,5.18
7086361926,2016-03-27,68,1.13
7086361926,2016-03-28,228,3.8
7086361926,2016-03-29,470,7.83
7086361926,2016-03-30,615,10.25
7086361926,2016-03-31,635,10.58
7086361926,2016-04-01,410,6.83
7086361926,2016-04-02,552,9.2
7086361926,2016-04-05,89,1.48
7086361926,2016-04-06,454,7.57
7086361926,2016-04-07,503,8.38
7086361926,2016-04-08,389,6.48
7086361926,2016-04-09,466,7.77
7086361926,2016-04-10,36,0.6
7086361926,2016-04-11,497,8.28
7086361926,2016-04-12,410,6.83
8053475328,2016-03-29,498,8.3
8378563200,2016-03-11,110,1.83
8378563200,2016-03-12,577,9.62
8378563200,2016-03-13,521,8.68
8378563200,2016-03-14,331,5.52
8378563200,2016-03-15,349,5.82
8378563200,2016-03-16,382,6.37
8378563200,2016-03-17,390,6.5
8378563200,2016-03-18,561,9.35
8378563200,2016-03-19,489,8.15
8378563200,2016-03-20,443,7.38
8378563200,2016-03-21,416,6.93
8378563200,2016-03-22,445,7.42
8378563200,2016-03-23,356,5.93
8378563200,2016-03-24,420,7.0
8378563200,2016-03-25,271,4.52
8378563200,2016-03-26,615,10.25
8378563200,2016-03-27,568,9.47
8378563200,2016-03-28,434,7.23
8378563200,2016-03-29,321,5.35
8378563200,2016-03-30,563,9.38
8378563200,2016-03-31,428,7.13
8378563200,2016-04-01,408,6.8
8378563200,2016-04-02,582,9.7
8378563200,2016-04-03,529,8.82
8378563200,2016-04-04,417,6.95
8378563200,2016-04-05,414,6.9
8378563200,2016-04-06,403,6.72
8378563200,2016-04-07,458,7.63
8378563200,2016-04-08,302,5.03
8378563200,2016-04-09,405,6.75
8378563200,2016-04-10,568,9.47
8378563200,2016-04-11,330,5.5
8378563200,2016-04-12,247,4.12
8792009665,2016-03-27,391,6.52
8792009665,2016-03-28,389,6.48
8792009665,2016-03-29,196,3.27
8792009665,2016-03-30,442,7.37
8792009665,2016-04-01,480,8.0
8792009665,2016-04-03,479,7.98
8792009665,2016-04-04,566,9.43
8792009665,2016-04-05,384,6.4
8792009665,2016-04-06,427,7.12
8792009665,2016-04-07,446,7.43
8792009665,2016-04-08,424,7.07
8792009665,2016-04-09,601,10.02
